id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC
X2D2;0;0;1;3;1;2;0;22;1;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
Z2Z8;1;1;0;3;0;2;0;24;1;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
ABJV;1;1;0;3;2;3;0;47;1;1;0;1;0;0;0;1;0;1;0;0.1666666666666666;0.2091503267973856;0.4090909090909091;0.3333333333333333
B6AH;1;1;0;1;0;3;0;42;1;1;1;0;0;0;0;0;0;1;0;0.4444444444444444;0.4183006535947712;0.45;0.1071428571428571
L8WP;0;1;0;3;0;4;0;30;1;1;1;0;0;0;1;1;1;0;0;0.0555555555555555;0.0;0.3673469387755102;0.0
W7R7;0;1;0;1;0;4;0;33;1;1;1;0;0;0;1;0;0;0;0;0.1111111111111111;0.0588235294117647;0.4615384615384615;0.0
GIC5;1;1;0;1;2;3;0;26;0;1;1;0;0;0;0;0;0;1;0;0.1111111111111111;0.1111111111111111;0.3272727272727272;0.0
TMJU;0;1;0;1;2;2;0;35;1;1;1;0;0;0;1;0;0;0;0;0.1666666666666666;0.0588235294117647;0.4736842105263157;0.6666666666666666
MBU9;1;1;0;1;2;2;0;28;1;1;1;0;0;0;1;1;0;1;0;0.0555555555555555;0.0;0.28125;0.0
U7L0;1;1;0;3;1;4;0;28;1;1;1;0;0;0;1;0;0;0;0;0.0555555555555555;0.0;0.3157894736842105;0.0
HZU1;0;1;0;1;2;2;0;50;1;1;1;0;0;0;0;0;0;1;0;0.0555555555555555;0.0;0.3673469387755102;0.0
VACR;1;1;0;1;2;3;0;27;1;1;1;0;0;0;0;1;0;1;0;0.1111111111111111;0.1111111111111111;0.3829787234042553;0.0
Y9MG;1;1;0;1;2;2;0;24;1;0;0;0;0;0;1;1;1;1;0;0.1111111111111111;0.1111111111111111;0.3050847457627119;0.0
G5MC;1;1;0;3;0;2;0;40;1;1;1;0;0;0;1;0;0;0;0;0.1666666666666666;0.0588235294117647;0.4736842105263157;0.6666666666666666
ODIP;0;1;0;1;2;3;0;33;1;1;1;0;0;0;1;0;0;0;0;0.1666666666666666;0.0588235294117647;0.4736842105263157;0.6666666666666666
ZXO8;1;1;0;1;0;2;0;43;1;1;1;0;0;0;1;1;0;1;0;0.5555555555555556;0.6797385620915033;0.5625;0.0888888888888888
JJD5;0;0;1;3;3;2;0;39;0;1;0;0;0;0;0;0;0;1;0;0.1111111111111111;0.0;0.391304347826087;1.0
ZRO3;1;1;0;1;1;3;0;26;1;1;1;0;0;0;1;1;1;1;0;0.0555555555555555;0.0;0.2368421052631578;0.0
RIZN;1;1;0;1;0;4;0;41;1;1;1;0;0;0;1;0;0;1;0;0.0555555555555555;0.0;0.3157894736842105;0.0
WNHU;1;1;0;3;0;2;0;63;1;1;1;0;0;0;1;0;0;0;0;0.2777777777777778;0.065359477124183;0.5;0.6
BDX5;1;1;0;1;0;4;0;46;1;1;1;0;0;0;0;0;0;1;0;0.0555555555555555;0.0;0.25;0.0
ODCP;0;1;0;3;0;4;0;32;1;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0
RWJG;0;1;0;4;3;5;0;28;1;0;0;0;0;0;1;0;0;0;0;0.25;0.0;0.5714285714285714;0.0
PRGK;1;1;0;1;0;2;0;28;1;1;1;0;0;0;1;0;0;0;0;1.0;0.5833333333333333;1.0;0.3333333333333333
L8TF;1;1;0;3;2;2;0;27;1;0;1;0;0;0;1;0;0;0;0;0.75;0.0833333333333333;0.8;0.6666666666666666
PDYR;1;1;0;3;1;2;0;26;1;0;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;1.0
BFPK;0;1;0;3;3;5;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
SKF1;0;1;0;4;3;2;0;25;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
LHKC;0;1;0;4;3;5;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
A5FU;0;1;0;3;3;2;0;25;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
OISP;0;1;0;4;3;5;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
FPW5;0;1;0;4;3;5;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
CNLA;0;1;0;3;3;2;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
KMP6;0;1;0;4;3;5;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
RSA7;0;1;0;4;3;5;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
LYUS;1;1;0;3;1;1;0;30;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
SEA8;1;1;0;1;1;1;0;28;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
DNCQ;0;1;0;3;2;2;0;26;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
JIP1;0;1;0;1;1;2;0;24;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
NPYD;1;1;0;3;3;2;0;32;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
LJT4;0;1;0;2;1;3;0;26;0;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
X7ET;0;1;0;1;0;3;0;45;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
OOX3;1;1;0;2;1;4;0;28;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
KWSK;0;0;1;2;1;3;0;25;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
QFNV;0;1;0;2;1;3;0;22;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
FDUQ;1;1;0;3;2;2;0;31;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
NRDP;1;1;0;3;1;3;0;38;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
AOCD;1;1;0;2;1;4;0;24;0;0;0;0;0;0;0;0;0;1;0;0.1333333333333333;0.0142857142857142;0.3409090909090909;0.0
LCDN;1;1;0;2;1;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
FCD5;1;1;0;1;0;2;0;44;0;1;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
YEH5;1;1;0;1;0;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
X0BW;1;1;0;3;2;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
ZJVK;1;1;0;3;0;3;0;31;0;1;0;0;0;0;0;1;0;1;0;0.0666666666666666;0.0;0.3260869565217391;0.0
YTT5;0;1;0;2;1;2;0;25;0;0;0;0;0;0;0;0;0;0;0;0.1333333333333333;0.0476190476190476;0.4054054054054054;0.0
G1P5;0;1;0;1;2;5;0;21;1;0;0;0;0;0;1;0;0;0;0;0.0666666666666666;0.0;0.3846153846153846;0.0
MKI4;1;1;0;1;2;2;0;25;0;1;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
YMMK;1;1;0;1;0;2;0;28;0;1;0;0;0;0;0;0;0;1;0;0.5333333333333333;0.7333333333333334;0.6;0.0
RVXK;1;1;0;1;1;1;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
A2AW;1;1;0;3;1;3;0;28;0;1;1;0;0;0;0;1;0;1;0;0.3333333333333333;0.3142857142857143;0.46875;0.1
ITMV;1;1;0;3;1;2;0;30;0;1;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3846153846153846;0.0
GZBS;1;1;0;3;0;2;0;26;0;1;0;0;0;0;0;0;0;1;0;0.1333333333333333;0.0;0.4285714285714285;1.0
GWPF;1;1;0;2;1;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.6142857142857143;0.6;0.1
FHS6;1;1;0;3;0;2;0;25;0;1;0;0;0;0;1;0;0;1;0;0.0666666666666666;0.0;0.3260869565217391;0.0
XRA6;0;1;0;3;1;3;0;23;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
BHOY;0;0;1;1;2;2;0;31;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
B5DI;0;1;0;3;1;2;0;25;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
OPIT;0;1;0;3;1;3;0;31;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
NUFE;1;1;0;3;1;5;0;26;1;1;0;0;0;0;0;1;0;1;0;0.8;0.0;0.8333333333333334;1.0
DKA7;0;1;0;2;1;3;0;31;1;1;1;0;0;0;0;1;0;1;0;0.2;0.0;0.5555555555555556;0.0
PDDR;0;1;0;3;1;2;0;30;0;1;1;0;0;0;0;1;0;1;0;0.8;0.0;0.8333333333333334;1.0
KPIY;0;1;0;2;1;3;0;31;1;1;1;0;0;0;1;0;0;0;0;0.8;0.0;0.8333333333333334;1.0
PAQF;0;1;0;3;1;3;0;30;1;1;1;0;0;0;0;0;0;1;0;1.0;0.4;1.0;0.6
T6YN;1;1;0;2;1;2;0;27;1;1;1;0;0;0;1;1;0;1;0;0.8;0.0;0.8333333333333334;1.0
NZU9;0;1;0;3;2;3;0;34;0;1;0;0;0;0;0;0;0;1;0;0.8;0.0;0.8333333333333334;1.0
XYV7;0;1;0;3;0;3;0;29;0;0;0;0;0;0;0;0;0;1;0;0.8;0.0;0.8333333333333334;1.0
MCUY;1;1;0;2;1;3;0;28;1;1;1;0;0;0;1;0;0;1;0;1.0;0.4;1.0;0.6
KIGX;0;1;0;1;2;3;0;36;0;1;0;0;0;0;0;0;0;1;0;0.8;0.0;0.8333333333333334;1.0
C0Q6;1;1;0;2;1;3;0;30;1;1;1;0;0;0;1;0;0;1;0;0.8;0.0;0.8333333333333334;1.0
EECN;0;1;0;2;1;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.2;0.0;0.5555555555555556;0.0
U7VI;0;1;0;3;2;3;0;29;1;1;1;0;0;0;1;0;0;0;0;0.1428571428571428;0.0;0.3684210526315789;1.0
PBTT;0;1;0;1;2;3;0;35;0;1;1;0;0;0;1;0;0;1;0;0.0476190476190476;0.0;0.2837837837837837;0.0
Y4ZW;0;1;0;1;0;3;0;29;1;1;1;0;0;0;1;0;0;1;0;0.0476190476190476;0.0;0.2441860465116279;0.0
N7C0;0;1;0;3;1;3;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0476190476190476;0.0;0.2592592592592592;0.0
VZM1;0;1;0;2;1;5;0;24;1;0;0;0;0;0;1;1;0;1;0;0.238095238095238;0.1809523809523809;0.3818181818181818;0.4
WKA6;0;1;0;3;1;3;0;28;0;1;1;0;0;0;1;0;0;1;0;0.1428571428571428;0.0952380952380952;0.3442622950819672;0.3333333333333333
MNTU;0;1;0;3;1;2;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0476190476190476;0.0;0.2592592592592592;0.0
ZIC7;0;1;0;3;2;2;0;24;1;0;0;0;0;0;1;1;0;1;0;0.238095238095238;0.4952380952380952;0.4772727272727273;0.4
ZMC8;0;1;0;3;1;5;0;23;1;0;0;0;0;0;1;0;0;1;0;0.1428571428571428;0.0952380952380952;0.3442622950819672;0.3333333333333333
XDOK;0;1;0;1;2;3;0;26;1;0;0;0;0;0;1;0;0;1;0;0.0952380952380952;0.1809523809523809;0.3442622950819672;0.0
ALLH;1;1;0;1;0;3;0;25;1;1;0;0;0;0;1;0;0;1;0;0.238095238095238;0.5238095238095238;0.4666666666666667;0.2
S0LT;0;1;0;3;3;5;0;25;1;1;1;0;0;0;1;0;0;0;0;0.0952380952380952;0.0;0.2837837837837837;1.0
A2VA;1;1;0;2;1;3;0;29;1;1;1;0;0;0;1;0;0;1;0;0.0952380952380952;0.0952380952380952;0.2658227848101265;0.0
JUHO;0;1;0;1;2;3;0;26;1;1;1;0;0;0;1;0;0;1;0;0.1904761904761904;0.3428571428571428;0.4375;0.1666666666666666
N9YS;0;1;0;3;0;3;0;23;0;0;0;0;0;0;1;0;0;1;0;0.0952380952380952;0.0;0.2837837837837837;1.0
HLS0;0;1;0;1;0;3;0;26;0;1;0;0;0;0;0;0;0;1;0;0.0952380952380952;0.0952380952380952;0.3181818181818182;0.0
SKOM;0;1;0;3;1;2;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0476190476190476;0.0;0.2121212121212121;0.0
WVVF;1;1;0;4;3;5;0;35;0;1;1;0;0;0;1;0;0;0;0;0.0952380952380952;0.0;0.2876712328767123;1.0
QRAC;1;1;0;4;3;5;0;35;0;1;1;0;0;0;1;0;0;0;0;0.0952380952380952;0.0;0.2876712328767123;1.0
NQRQ;1;1;0;3;0;4;0;26;1;1;1;0;0;0;1;0;0;0;0;0.0952380952380952;0.0952380952380952;0.3181818181818182;0.0
MAT9;0;1;0;1;0;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0476190476190476;0.0;0.2441860465116279;0.0
N3XT;1;1;0;1;2;5;0;30;1;1;1;0;0;0;1;1;0;0;0;0.2857142857142857;0.2666666666666667;0.3888888888888889;0.2666666666666666
MUPZ;1;1;0;3;0;2;0;28;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
ZRTD;0;1;0;3;2;2;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
BSLG;0;1;0;1;2;3;0;37;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
O5MK;0;1;0;1;2;3;0;33;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
HIQU;0;1;0;3;1;5;0;29;0;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;1.0
TGQW;0;1;0;1;2;5;0;65;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
BKV7;1;1;0;1;0;3;0;36;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
Y7WZ;0;1;0;3;0;5;0;35;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
JBNF;1;1;0;1;0;3;0;36;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
APA1;1;1;0;1;2;3;0;35;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
G5HR;0;1;0;1;0;2;0;39;1;1;1;0;0;0;1;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
N6MM;0;1;0;4;3;5;0;51;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0
EQHT;1;1;0;4;3;5;0;38;0;0;0;0;0;0;0;0;0;1;0;1.0;0.8333333333333333;1.0;0.1666666666666666
DRRP;1;1;0;3;0;3;0;37;1;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.5714285714285714;0.0
PABD;1;1;0;4;3;5;0;30;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;1.0
L9NO;0;1;0;1;0;3;0;32;1;1;1;0;0;0;1;0;0;1;0;0.1666666666666666;0.0;0.3116883116883117;1.0
X9OZ;0;1;0;2;1;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.2083333333333333;0.002415458937198;0.375;0.8
UOEL;0;1;0;2;1;5;0;21;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.3692307692307692;1.0
CKT4;1;1;0;3;1;3;0;29;0;0;0;0;0;0;0;0;0;1;0;0.2083333333333333;0.0984299516908212;0.4067796610169492;0.5
YIBP;1;1;0;3;1;5;0;24;0;0;0;0;0;0;0;0;0;1;0;0.2916666666666666;0.0994220151828847;0.48;0.4761904761904761
JWBB;0;1;0;2;1;5;0;25;0;1;0;0;0;0;0;0;0;1;0;0.25;0.0189786059351276;0.4444444444444444;0.7333333333333333
M4OO;1;1;0;3;1;5;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0833333333333333;0.0;0.3037974683544304;1.0
VIJN;1;1;0;1;0;2;0;32;1;1;1;0;1;0;1;0;0;0;0;0.0416666666666666;0.0;0.2474226804123711;0.0
OTC6;0;1;0;3;1;3;0;31;1;1;1;0;0;0;0;0;0;1;0;0.25;0.1960835058661145;0.4285714285714285;0.3333333333333333
JKFG;0;0;1;2;1;5;0;24;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.3116883116883117;1.0
V5IP;0;0;1;2;1;5;0;26;0;1;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.3116883116883117;1.0
ICKL;0;1;0;3;1;3;0;32;0;1;0;0;0;0;0;0;0;1;0;0.2083333333333333;0.002415458937198;0.375;0.8
QQZS;1;1;0;3;0;3;0;43;0;1;1;0;0;0;0;0;0;1;0;0.0416666666666666;0.0;0.2448979591836734;0.0
S2W6;0;1;0;2;1;2;0;51;0;1;1;0;0;0;0;0;0;1;0;0.1666666666666666;0.0833333333333333;0.3243243243243243;0.5
OHYJ;0;1;0;2;1;5;0;27;0;1;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.3870967741935484;1.0
OFFB;0;1;0;1;0;3;0;24;1;0;0;0;0;0;0;0;0;1;0;0.25;0.3967391304347826;0.4137931034482758;0.4666666666666667
ASTI;1;1;0;2;1;5;0;20;1;0;0;0;0;0;1;0;0;1;0;0.1666666666666666;0.0;0.3692307692307692;1.0
WLS5;1;1;0;3;1;2;0;44;1;1;0;0;0;0;0;0;0;0;0;0.0416666666666666;0.0;0.3529411764705882;0.0
V7ZX;0;1;0;1;0;5;0;33;1;1;0;0;0;0;0;0;0;1;0;0.2916666666666666;0.1157263630089717;0.4897959183673469;0.5714285714285714
XBUN;0;1;0;3;0;3;0;38;0;1;1;0;0;0;0;0;0;1;0;0.0416666666666666;0.0;0.3037974683544304;0.0
GTPA;0;1;0;3;1;5;0;31;1;1;0;0;0;0;0;0;0;1;0;0.2916666666666666;0.4501380262249827;0.5106382978723404;0.5238095238095238
QCSQ;0;1;0;1;1;5;0;29;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0;0.3870967741935484;1.0
P5UZ;1;1;0;3;1;2;0;35;1;1;1;0;0;0;0;0;0;1;0;0.4583333333333333;0.3968253968253968;0.5333333333333333;0.3090909090909091
H1BC;1;1;0;3;0;2;0;44;1;1;0;0;0;0;0;0;0;1;0;0.25;0.0887681159420289;0.32;0.4666666666666667
UHCG;1;1;0;1;1;3;0;44;0;1;1;0;0;0;0;0;0;1;0;0.125;0.0;0.32;1.0
AQCR;0;1;0;1;2;2;0;33;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
I8AS;0;1;0;1;2;2;0;28;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
P4DT;0;1;0;2;1;3;0;36;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
VIL4;0;1;0;1;2;1;0;45;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
FLCG;0;1;0;1;2;1;0;44;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
A4Y4;0;1;0;1;2;3;0;42;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
D2A1;0;1;0;1;2;2;0;29;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
QOL1;1;1;0;1;2;3;0;34;1;1;1;0;0;0;0;1;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334
HXAF;1;1;0;1;0;3;1;37;1;1;1;0;0;0;1;0;0;1;0;0.75;0.0;0.8;1.0
P0VF;1;1;0;2;1;4;0;39;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334
OTV0;1;1;0;4;0;2;0;42;1;1;1;0;0;0;0;1;0;1;0;0.75;0.0;0.8;1.0
SHU0;1;1;0;1;0;3;0;31;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0555555555555555;1.0;0.8333333333333334
VXLI;0;1;0;1;2;3;0;29;0;0;0;0;0;0;1;0;0;0;0;0.0769230769230769;0.0;0.4333333333333333;0.0
FDL0;1;1;0;3;1;2;0;32;1;1;1;0;0;0;1;0;0;1;0;0.1538461538461538;0.0;0.4642857142857143;1.0
U7HG;0;1;0;2;0;5;0;26;0;1;0;0;0;0;1;0;0;0;0;0.3076923076923077;0.0;0.4482758620689655;1.0
N5FJ;0;1;0;1;2;3;0;25;0;0;0;0;0;0;1;0;0;0;0;0.6153846153846154;0.3782051282051282;0.7222222222222222;0.2142857142857142
KNP4;0;1;0;1;0;3;0;23;1;0;0;0;0;0;1;0;0;0;0;0.3076923076923077;0.0;0.4482758620689655;1.0
ZMF7;0;1;0;3;1;3;0;26;1;1;1;0;0;0;1;1;0;0;0;0.0769230769230769;0.0;0.4333333333333333;0.0
NGD3;1;1;0;3;0;3;0;30;0;0;0;0;0;0;1;0;0;0;0;0.1538461538461538;0.0;0.4642857142857143;1.0
YAOR;0;1;0;3;2;3;0;25;1;1;1;0;0;0;1;1;0;0;0;0.6153846153846154;0.3782051282051282;0.7222222222222222;0.2142857142857142
VIB5;1;1;0;3;2;3;0;27;0;0;0;0;0;0;0;0;0;1;0;0.1538461538461538;0.0;0.4642857142857143;1.0
Z4U0;0;1;0;3;0;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0.1538461538461538;0.0;0.4642857142857143;1.0
AKW2;0;1;0;3;1;3;0;26;1;1;1;0;0;0;1;0;0;1;0;0.3076923076923077;0.0;0.4482758620689655;1.0
KGI9;1;1;0;1;1;3;0;27;1;1;1;0;0;0;1;0;0;0;0;0.3076923076923077;0.0;0.4482758620689655;1.0
NWXD;0;1;0;1;0;3;0;26;0;0;0;0;0;0;0;0;0;0;0;0.1538461538461538;0.0;0.4642857142857143;1.0
L0GF;0;1;0;3;2;3;0;30;0;0;0;0;0;0;1;0;0;0;0;0.4615384615384615;0.4615384615384615;0.65;0.4666666666666667
EOOG;1;1;0;3;1;2;0;28;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
HGPC;1;1;0;2;1;2;0;27;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
CSVP;1;1;0;1;2;2;0;27;0;1;1;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0
S4G4;0;1;0;4;3;5;0;48;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
L6MX;0;1;0;4;3;5;0;33;0;1;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
MIQA;0;1;0;1;2;4;0;29;1;1;1;0;0;0;1;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
LRF8;0;0;1;2;1;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
TOG1;0;1;0;3;0;2;0;31;0;1;1;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
YKIJ;0;0;1;1;0;2;0;33;0;1;1;0;0;0;0;0;0;1;0;1.0;0.6666666666666666;1.0;0.3333333333333333
H8E9;0;1;0;2;1;2;0;27;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
KSWS;0;1;0;3;1;1;0;26;1;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
JSHX;1;1;0;3;1;1;0;37;1;1;1;0;0;0;0;1;0;1;0;0.8333333333333333;0.0184766214177978;0.8181818181818182;0.8857142857142857
B8VG;0;1;0;2;1;2;0;59;1;1;0;0;0;0;0;1;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
ALFS;0;0;1;3;0;5;0;50;1;0;0;0;0;0;0;0;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
KWPZ;1;1;0;3;0;2;0;31;1;1;1;0;0;0;0;1;0;1;0;0.2222222222222222;0.0;0.5454545454545454;1.0
VCH6;0;1;0;3;1;2;0;28;1;1;1;0;0;0;1;0;0;1;0;0.1111111111111111;0.1111111111111111;0.5294117647058824;0.0
D2J8;0;1;0;3;0;5;0;36;1;1;1;0;0;0;0;1;0;1;0;0.7222222222222222;0.0;0.75;1.0
MABI;1;1;0;3;1;3;0;30;1;1;1;0;0;0;0;1;0;1;0;0.8333333333333333;0.0184766214177978;0.8181818181818182;0.8857142857142857
CMSI;0;1;0;1;0;5;0;33;1;1;1;0;0;0;0;1;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
HUYE;0;1;0;2;1;3;0;28;1;0;0;0;0;0;0;0;0;1;0;0.8333333333333333;0.0184766214177978;0.8181818181818182;0.8857142857142857
LXUT;1;1;0;2;0;3;0;32;1;1;1;0;0;0;1;0;0;0;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
QUM1;0;1;0;2;0;5;0;29;1;1;1;0;0;0;0;1;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
P0VL;0;1;0;3;1;3;0;32;1;1;1;0;0;0;0;1;0;1;0;0.9444444444444444;0.325666163901458;0.9473684210526316;0.6838235294117647
D3SZ;0;0;1;2;1;2;0;35;1;0;0;0;0;0;0;1;0;1;0;0.7222222222222222;0.0;0.75;1.0
OEZ3;1;1;0;2;1;3;0;30;1;1;0;0;0;0;0;1;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
P6SK;1;1;0;1;1;3;0;30;1;1;1;0;0;0;1;1;0;1;0;0.0555555555555555;0.0;0.5;0.0
NFIT;0;1;0;2;1;3;0;30;1;1;1;0;0;0;0;0;0;1;0;0.0555555555555555;0.0;0.3529411764705882;0.0
V2PY;0;1;0;1;2;5;0;54;1;1;1;0;0;0;0;0;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
H9L0;0;1;0;2;1;3;0;27;1;0;0;0;0;0;0;1;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
O5BR;0;0;1;1;2;5;0;36;1;0;0;0;0;0;0;0;0;1;0;0.7777777777777777;0.0005027652086475;0.782608695652174;0.989010989010989
HJWH;1;1;0;0;0;3;0;35;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
J5X7;1;0;1;3;1;1;0;41;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Y3F0;0;0;1;1;1;5;0;31;0;0;0;0;0;0;1;0;0;0;0;0.3636363636363636;0.0;0.6111111111111112;1.0
D6UY;0;1;0;1;2;5;0;32;1;0;0;0;0;0;1;0;0;0;0;0.5454545454545454;0.0;0.6875;1.0
ZMA4;0;1;0;3;0;5;0;36;1;0;0;0;0;0;1;0;0;1;0;0.5454545454545454;0.0;0.6875;1.0
NGKY;0;0;1;1;0;3;0;34;0;1;1;0;0;0;1;0;0;1;0;0.3636363636363636;0.0;0.6111111111111112;1.0
U4YQ;0;1;0;4;3;5;0;37;1;0;0;0;0;0;1;0;0;0;0;0.5454545454545454;0.0;0.6875;1.0
C2KL;1;1;0;1;3;5;0;41;0;1;0;0;0;0;1;0;0;0;0;1.0;0.6181818181818182;1.0;0.3818181818181818
UEX5;0;1;0;1;2;5;0;44;1;0;0;0;0;0;1;0;0;0;0;0.5454545454545454;0.0;0.6875;1.0
