id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC
N9UY;0;1;0;1;0;3;0;27;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
IHR8;0;0;1;3;2;2;0;26;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
Y4U3;0;1;0;1;0;2;0;26;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
TDO6;0;1;0;3;2;3;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
XUFY;0;1;0;3;3;3;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
V1TX;1;1;0;2;1;2;0;27;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
XZG5;0;1;0;2;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
WKOR;0;1;0;3;1;2;0;24;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
CFIZ;0;1;0;1;1;4;0;41;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
U7GM;0;1;0;1;2;3;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
FVL7;0;1;0;2;2;3;0;20;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
VNSN;1;1;0;1;0;4;0;35;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
DGJK;1;1;0;1;2;3;0;50;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
NZTO;0;1;0;1;2;4;0;28;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
SKHI;0;1;0;1;2;3;0;26;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
WVS2;0;1;0;1;0;4;0;28;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
EVO6;0;1;0;1;2;5;0;35;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
HCMQ;0;1;0;1;2;5;0;35;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Z6OA;0;1;0;3;1;2;0;23;1;0;0;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
PJX6;0;1;0;1;3;5;0;31;0;1;0;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
IVTG;1;1;0;1;2;2;0;24;1;0;0;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0
OVGR;1;1;0;2;1;2;0;25;1;1;0;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
GDFS;1;1;0;2;2;2;0;25;1;1;0;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
TZYU;1;1;0;3;1;3;0;38;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
U1A4;1;1;0;1;2;3;0;40;0;1;1;0;0;0;0;0;0;1;1;1.0;0.0;1.0;0.0
OIVT;0;1;0;3;2;3;0;47;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TFKY;0;1;0;1;2;2;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
MOLO;1;1;0;1;0;3;0;25;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
YDAB;0;0;1;1;2;3;0;27;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
Q6SD;1;1;0;3;0;3;0;24;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
Y0G3;1;1;0;3;1;3;0;25;1;1;1;0;1;0;0;1;0;1;0;1.0;0.0;1.0;0.0
CDWU;1;1;0;3;0;2;0;27;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
LKYW;1;1;0;3;1;2;0;24;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0
SZT6;1;1;0;2;1;2;0;27;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0
YJDE;1;1;0;2;1;3;0;27;1;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.0;0.6;0.0
V7WG;1;1;0;2;1;2;0;25;1;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
DOW4;0;1;0;3;0;2;0;27;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
TMZM;1;1;0;2;1;2;0;46;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
E1C6;0;0;1;3;2;5;0;32;1;0;0;0;0;0;0;1;0;0;0;1.0;0.0;1.0;0.0
B0S4;1;1;0;3;1;1;0;64;1;1;1;0;0;0;0;1;0;0;0;1.0;0.0;1.0;0.0
RXF6;1;1;0;1;2;2;0;35;0;1;1;0;0;0;0;0;0;1;1;0.75;0.6666666666666666;0.8;0.3333333333333333
NIHW;0;0;1;1;2;2;0;36;0;1;1;0;0;0;0;0;0;1;0;0.25;0.0;0.4444444444444444;0.0
HOKZ;1;1;0;1;2;5;0;32;0;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.5714285714285714;1.0
GHZW;0;1;0;1;0;4;0;29;0;1;1;0;0;0;0;0;0;1;0;0.5;0.5;0.6666666666666666;0.0
ESTB;1;1;0;2;1;2;0;39;1;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.5714285714285714;1.0
ZCXF;0;1;0;4;3;5;0;25;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TYNP;0;0;1;4;3;5;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
OVI1;1;1;0;1;2;3;0;39;1;1;0;0;1;0;1;0;0;1;0;0.3333333333333333;0.0;0.5;0.0
GRYL;1;1;0;1;2;4;0;36;1;1;1;0;0;0;1;0;0;1;0;0.6666666666666666;0.6666666666666666;0.75;0.0
V0MU;1;1;0;1;2;3;0;32;1;1;1;0;0;0;1;1;0;1;0;0.6666666666666666;0.6666666666666666;0.75;0.0
LCEZ;0;1;0;1;2;4;0;33;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.5;0.0
D7AT;0;1;0;3;0;2;0;43;0;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
Z1UR;1;1;0;3;1;3;0;27;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
WNUC;1;1;0;3;3;5;0;29;1;1;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
WTTD;1;1;0;1;1;2;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
O8OH;1;1;0;2;1;3;0;34;1;1;1;0;0;0;1;1;0;1;0;0.3333333333333333;0.0;0.6;0.0
HMRI;1;1;0;1;1;3;0;36;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
PZBV;1;1;0;1;2;3;0;40;0;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.1666666666666666;0.75;0.0
QRFD;1;1;0;1;2;3;0;35;0;1;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.1666666666666666;0.75;0.0
V5XJ;1;1;0;3;2;3;0;28;1;1;1;0;0;0;1;0;0;1;0;0.6666666666666666;0.1666666666666666;0.75;0.0
ETJR;1;1;0;1;2;1;0;70;0;1;1;0;0;0;1;0;0;1;1;0.6666666666666666;0.1666666666666666;0.75;0.0
P7Z5;0;1;0;1;0;4;0;28;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
CVT6;0;1;0;3;2;2;0;20;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
NJFV;1;1;0;2;1;2;0;35;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
Q7QU;1;1;0;3;1;2;0;31;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
DQE0;1;1;0;1;0;2;0;34;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TOQI;1;1;0;2;1;3;0;28;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
PJH3;0;1;0;1;2;2;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
LYIP;0;1;0;3;0;2;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
MSB4;0;1;0;2;1;2;0;29;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
J7VW;1;1;0;1;0;2;0;30;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
JBE2;0;1;0;2;1;2;0;30;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
REHE;1;1;0;2;1;3;0;25;1;1;0;0;0;0;0;1;0;1;0;0.625;0.2023809523809523;0.7272727272727273;0.5
MNQF;1;1;0;2;1;2;0;37;0;1;0;0;0;0;1;0;0;0;0;0.5;0.0238095238095238;0.6666666666666666;0.8333333333333334
CVLT;1;1;0;2;1;2;0;25;1;1;0;0;0;0;0;0;0;1;0;0.375;0.0;0.5714285714285714;1.0
OMMZ;1;1;0;2;1;2;0;24;1;0;0;0;0;0;1;1;0;1;0;0.25;0.0178571428571428;0.5;0.0
OBNJ;0;1;0;3;1;2;0;25;1;1;1;0;0;0;0;1;0;0;0;0.125;0.0;0.4705882352941176;0.0
K7GU;1;1;0;3;1;3;0;25;1;1;1;0;0;0;0;0;0;1;0;0.75;0.4345238095238095;0.8;0.3333333333333333
BTOJ;0;1;0;3;1;3;0;30;1;1;0;0;0;0;0;0;0;1;0;0.5;0.25;0.6666666666666666;0.5
EDIZ;0;0;1;2;0;2;0;34;0;1;0;0;0;0;0;0;0;1;0;0.125;0.0;0.4210526315789473;0.0
DWTB;0;1;0;3;1;3;0;24;1;0;0;0;0;0;0;0;0;1;0;0.25;0.0357142857142857;0.5333333333333333;0.0
FBOX;1;1;0;1;2;3;0;33;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
CKGS;0;1;0;2;1;3;0;60;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
V0ZS;0;1;0;1;2;2;0;40;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
V3W8;1;1;0;3;0;3;0;39;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
OIYH;0;1;0;3;1;3;0;35;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
SCTT;0;1;0;1;2;4;0;34;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
Z2ER;1;1;0;2;1;2;0;38;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
UQA2;0;1;0;2;1;3;0;42;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Z5G1;0;0;1;2;1;2;0;29;1;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
KZEW;0;1;0;3;0;0;0;29;0;1;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
S2Y8;0;1;0;1;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
B6Q2;0;1;0;3;1;3;0;27;1;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
BHGT;0;1;0;3;1;2;0;27;1;0;0;0;0;0;1;0;0;0;0;1.0;1.0;1.0;0.0
FTHL;0;1;0;3;1;2;0;25;1;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
V4LY;0;0;1;1;0;2;0;29;1;1;1;0;0;0;0;0;0;0;0;1.0;0.6666666666666666;1.0;0.3333333333333333
JNJ4;0;1;0;4;3;5;0;25;0;0;0;0;0;0;0;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
SGV8;0;1;0;2;1;5;0;36;1;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
Y2UO;0;1;0;3;1;5;0;32;1;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
UWT8;0;1;0;3;3;2;0;34;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
MURP;0;1;0;2;1;3;0;35;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
FOOO;0;1;0;2;1;4;0;31;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
RAOZ;0;1;0;1;2;3;0;21;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.1666666666666666;0.75;0.0
E6ZH;1;1;0;3;2;2;0;30;0;1;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.1666666666666666;0.75;0.0
EBAJ;0;0;1;3;1;1;0;34;0;1;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.1666666666666666;0.75;0.0
GKWF;0;1;0;2;0;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.1666666666666666;0.75;0.0
RPAU;0;1;0;2;3;3;0;39;0;1;1;0;0;0;0;0;0;0;0;0.25;0.0;0.5714285714285714;0.0
RGUF;0;1;0;2;3;5;0;24;0;0;0;0;0;0;0;0;0;0;0;0.25;0.0;0.5714285714285714;0.0
OCYM;0;1;0;2;3;5;0;25;0;0;0;0;0;0;0;0;0;0;0;0.25;0.0;0.5714285714285714;0.0
I9LG;0;1;0;2;3;5;0;24;0;0;0;0;0;0;0;0;0;0;0;0.25;0.0;0.5714285714285714;0.0
VWY1;0;1;0;2;3;5;0;22;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0.0
RFJF;0;1;0;3;2;3;0;32;0;1;0;0;0;0;1;0;0;0;0;1.0;0.6666666666666666;1.0;0.3333333333333333
BTY5;0;1;0;3;1;2;0;28;0;1;1;0;0;0;1;0;0;0;0;0.3333333333333333;0.0;0.6;0.0
CTUT;0;1;0;3;2;2;0;47;0;0;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
FAJP;0;1;0;3;1;3;0;34;1;1;1;0;0;0;1;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
FAZG;0;1;0;3;1;3;0;26;1;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
ZSPA;0;1;0;1;2;2;0;25;1;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
BYBF;0;1;0;3;2;3;0;24;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
D1XJ;1;1;0;3;3;2;0;26;1;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;1.0
OVTM;0;1;0;1;2;3;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
LTRQ;0;1;0;3;3;5;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
KHON;0;1;0;3;1;2;0;40;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
TWC6;0;1;0;3;0;4;0;33;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
IAWJ;0;1;0;3;1;2;0;25;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TPU3;0;1;0;3;0;2;0;42;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
RFPO;0;1;0;2;1;1;0;27;1;1;1;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
SNCG;0;1;0;3;1;3;0;32;0;1;1;0;0;0;1;1;0;1;0;0.3333333333333333;0.0;0.6;0.0
ZAE3;0;1;0;1;1;2;0;28;1;1;1;0;0;0;0;0;0;0;0;0.6666666666666666;0.0;0.75;1.0
V4P3;0;1;0;2;1;2;0;30;1;0;0;0;0;0;0;0;0;0;0;1.0;0.6666666666666666;1.0;0.3333333333333333
T7OO;1;1;0;3;0;2;0;38;1;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
BMRM;0;1;0;3;0;2;0;24;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;1.0;0.0
WNNK;1;1;0;3;2;2;0;33;1;1;0;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
TYA2;1;1;0;2;0;2;0;24;0;0;0;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
QRIC;0;1;0;3;1;2;0;56;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TCT6;1;1;0;3;2;3;0;33;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
BFL5;0;1;0;1;0;3;0;31;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
L9E8;0;1;0;3;1;4;0;31;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
LSXR;0;1;0;3;0;3;0;27;1;1;1;1;0;1;1;1;0;0;0;0.5;0.0;0.6666666666666666;0.0
AIDI;0;1;0;1;0;3;0;45;0;1;1;0;0;0;0;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
LUGF;1;1;0;3;0;3;0;27;1;1;1;1;0;1;1;1;0;0;0;1.0;1.0;1.0;0.0
KHPU;1;1;0;3;1;2;0;33;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
EWQY;1;1;0;3;1;2;0;30;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
LAV1;1;1;0;3;1;3;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
FYZ8;1;1;0;3;0;3;0;40;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
RFB6;0;1;0;1;2;3;0;58;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
S3CL;0;0;1;1;2;1;0;58;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
U2WZ;1;0;1;2;1;5;0;21;0;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
TRWE;1;1;0;4;2;2;0;31;0;0;1;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
RSXU;0;1;0;2;0;2;0;33;0;1;1;0;0;0;1;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
QYKE;0;1;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
I7A8;0;1;0;3;1;3;0;34;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Q0Y8;0;0;1;1;2;2;0;26;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
KJAO;1;1;0;1;2;3;0;54;1;0;0;0;0;0;1;1;0;1;0;1.0;0.0;1.0;0.0
I2JP;1;1;0;3;1;5;0;22;1;0;0;0;0;0;1;1;0;1;0;1.0;1.0;1.0;0.0
F8WK;0;1;0;3;1;5;0;22;1;0;0;0;0;0;1;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
NLF3;0;1;0;3;1;5;0;22;0;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
O7XE;0;1;0;3;1;2;0;32;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
URFS;0;0;1;3;2;2;0;23;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
P2SU;1;1;0;3;0;2;0;26;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
IHT4;1;1;0;3;2;3;0;36;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
O4F6;1;1;0;2;1;3;0;27;0;1;1;0;0;0;0;0;0;1;0;0.125;0.0;0.3809523809523809;0.0
Z3QH;1;1;0;3;3;2;0;26;1;1;0;0;0;0;0;0;0;1;0;0.375;0.4642857142857142;0.5714285714285714;0.0
VZQH;0;1;0;1;1;2;0;34;0;1;1;0;0;0;1;1;0;1;0;0.375;0.0;0.5;1.0
OCS6;0;1;0;2;1;3;0;30;1;1;1;0;0;0;0;0;0;1;0;0.125;0.0;0.3478260869565217;0.0
RYX9;0;0;1;1;2;1;0;30;0;1;1;0;0;0;0;0;0;1;0;0.375;0.0;0.5;1.0
RAOM;1;1;0;3;2;4;0;36;0;1;1;0;0;0;0;0;0;1;0;0.25;0.25;0.5;0.0
OYC9;0;1;0;3;1;2;0;32;0;1;1;0;0;0;1;0;0;1;0;0.375;0.0;0.5;1.0
BGKR;1;1;0;1;2;3;0;29;1;1;1;0;0;0;1;0;0;1;0;0.625;0.75;0.7272727272727273;0.3
B3ZP;0;0;1;2;1;1;0;44;0;1;1;0;0;0;0;0;0;1;0;0.125;0.0;0.3809523809523809;0.0
EEK3;0;1;0;1;2;3;0;39;0;1;0;0;0;0;0;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
XJWH;0;0;1;1;2;2;0;27;0;0;0;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
FURK;0;1;0;2;1;3;0;36;0;1;0;0;0;0;1;0;0;0;0;1.0;1.0;1.0;0.0
GEBR;0;1;0;3;1;2;0;34;1;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
C5IN;1;1;0;3;1;3;0;27;1;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
IIPA;1;1;0;2;1;3;0;46;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
FUKR;0;1;0;2;1;2;0;38;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
E4JB;0;1;0;1;2;2;0;36;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
TDLX;0;1;0;3;0;3;0;28;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
NIW5;0;1;0;3;2;3;0;26;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
WHPS;0;1;0;2;1;3;0;20;0;0;0;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
Y6N8;0;1;0;2;0;0;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
LPD2;0;1;0;2;1;3;0;33;1;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;0.0
GPAS;0;0;1;1;2;1;0;36;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
HSI2;0;1;0;3;1;3;0;33;0;0;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
K6BJ;0;1;0;3;1;2;0;30;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
G8WZ;1;1;0;3;0;3;0;35;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
BNTX;0;0;1;3;1;2;0;25;0;1;1;0;0;0;0;1;0;1;0;1.0;0.0;1.0;0.0
HMW2;0;1;0;3;1;3;0;30;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
U2F4;1;1;0;3;1;4;0;37;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
MPCI;1;1;0;3;0;3;0;50;1;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
HLO5;1;1;0;3;1;2;0;24;1;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
B1TX;0;1;0;3;1;2;0;33;1;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
TRGO;0;0;1;2;1;1;0;27;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
Z5OB;0;0;1;1;2;2;0;22;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
OST7;0;1;0;2;0;4;0;31;0;1;1;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
DZZ6;0;1;0;3;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
DYYD;0;0;1;1;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
VINQ;1;1;0;3;1;3;0;32;1;1;1;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
P6VJ;1;1;0;1;2;3;0;33;1;1;1;0;0;0;1;1;1;1;0;1.0;0.6666666666666666;1.0;0.3333333333333333
VPXA;0;0;1;3;0;2;0;35;1;1;0;0;0;0;0;0;0;1;0;0.6666666666666666;0.0;0.75;1.0
ULUQ;1;1;0;1;2;4;0;37;0;1;1;0;0;0;1;0;0;1;0;0.3333333333333333;0.0;0.6;0.0
LUGZ;0;1;0;3;0;2;0;28;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
G4LQ;0;1;0;3;0;3;0;25;0;0;0;0;0;0;0;0;0;1;0;1.0;1.0;1.0;0.0
KDIC;1;1;0;2;1;4;0;31;0;1;1;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
VMWM;0;1;0;3;3;5;0;21;1;0;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
BUUO;0;1;0;3;0;2;0;34;1;1;1;0;0;0;1;0;0;0;0;0.5;0.0;0.6666666666666666;0.0
DMB7;0;1;0;1;2;3;0;34;1;1;1;0;0;0;1;0;0;1;0;1.0;1.0;1.0;0.0
XIDC;0;1;0;1;0;3;0;30;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
P6DO;0;1;0;1;2;1;0;32;0;1;1;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
L5QU;1;1;0;2;1;3;0;40;0;1;1;0;0;0;0;0;0;1;0;1.0;0.0;1.0;1.0
LPK9;0;1;0;1;2;4;0;37;0;1;1;0;0;0;1;0;0;1;0;1.0;0.0;1.0;1.0
LDI9;1;1;0;3;0;3;0;46;1;1;1;0;0;0;1;1;0;1;0;1.0;0.0;1.0;1.0
LBLY;0;1;0;3;1;3;0;24;1;0;0;0;0;0;1;1;0;1;0;1.0;1.0;1.0;0.0
UPLB;0;1;0;1;1;5;0;26;0;1;0;0;0;0;0;0;0;1;0;0.5;0.0;0.6666666666666666;0.0
IFC9;1;1;0;3;3;5;0;23;1;0;0;0;0;0;1;1;0;1;0;0.5;0.0;0.6666666666666666;0.0
IYEF;0;1;0;1;0;5;0;22;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
DGEG;0;1;0;3;0;2;0;22;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
X6S1;0;1;0;3;0;2;0;23;1;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;1.0
TCID;0;1;0;1;0;3;0;24;0;0;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
XJRD;0;1;0;1;0;3;0;31;1;1;0;0;0;0;1;0;0;0;0;1.0;0.0;1.0;0.0
LFPH;0;1;0;1;2;2;0;29;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
V8OT;1;1;0;1;1;5;0;35;0;1;0;0;0;0;0;0;0;1;0;1.0;0.0;1.0;0.0
E4FQ;0;1;0;4;3;5;0;45;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
EBHQ;0;1;0;4;3;5;0;37;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
PVIG;0;1;0;1;2;3;0;49;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
TTXC;1;1;0;3;1;3;0;32;0;0;0;0;0;0;0;0;0;0;0;1.0;0.0;1.0;0.0
