id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;key;scores
YNB6;0;1;0;3;0;5;0;38;0;0;0;0;0;0;0;0;0;1;0;0.3018867924528302;0.0063633592661168;0.4491525423728814;0.8083333333333333;0;0.25496765971183777
BTZ7;1;1;0;3;0;5;0;32;1;0;0;0;0;0;0;0;0;0;0;0.0566037735849056;0.0;0.3099415204678362;1.0;0;0.5735279321670532
RCNJ;0;1;0;1;2;5;0;38;0;1;1;0;0;0;1;0;0;0;0;0.0566037735849056;4.031607805192711e-05;0.3581081081081081;0.6666666666666666;0;0.6291841864585876
XFBZ;0;1;0;3;1;3;0;33;0;1;1;0;0;0;0;0;0;1;0;0.2641509433962264;0.000694311534297;0.3925925925925926;0.8571428571428571;1;0.18285426497459412
ZTVP;1;1;0;4;3;5;0;41;0;1;0;0;0;0;1;0;0;1;0;0.0566037735849056;0.0;0.3099415204678362;1.0;1;0.03400874882936478
ZVGI;0;1;0;2;0;5;0;31;1;1;1;0;0;0;0;0;0;0;0;0.2830188679245283;0.0084505691454167;0.4862385321100917;0.7428571428571429;1;0.04643091559410095
BGEF;0;1;0;3;0;5;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0943396226415094;0.0;0.3732394366197183;1.0;0;0.20516404509544373
QDGY;0;1;0;1;0;5;0;32;0;0;0;0;0;0;0;0;0;1;0;0.0377358490566037;0.0;0.2819148936170212;1.0;1;0.07339125871658325
ZEGD;0;1;0;4;3;5;0;33;0;0;0;0;0;0;0;0;0;1;0;0.0566037735849056;0.0;0.3099415204678362;1.0;0;0.0
YFVS;1;1;0;3;0;3;0;30;1;1;1;0;0;0;0;1;0;1;0;0.2830188679245283;0.3200290275761974;0.4380165289256198;0.2476190476190476;0;0.5050958395004272
JLTD;0;1;0;3;0;5;0;26;1;0;0;0;0;0;1;0;0;0;0;0.0566037735849056;0.0;0.2834224598930481;1.0;0;0.24586749076843262
X6F0;0;1;0;4;3;5;0;30;0;1;0;0;0;0;0;1;0;1;0;0.0566037735849056;0.0;0.3099415204678362;1.0;0;0.6403024792671204
E7GR;1;1;0;3;2;1;0;25;1;0;0;0;0;0;0;1;0;1;0;0.3962264150943396;0.4279929925339941;0.5698924731182796;0.4714285714285714;1;0.15372446179389954
J7PL;0;1;0;3;0;5;0;31;0;0;0;0;0;0;0;0;0;1;0;0.2830188679245283;0.003098656101196;0.4649122807017544;0.8285714285714286;0;0.4881814420223236
AKCT;0;1;0;3;1;5;0;30;0;0;0;0;0;0;0;1;0;1;0;0.0566037735849056;0.0;0.3099415204678362;1.0;1;0.17665782570838928
TRQ8;0;1;0;1;1;5;0;29;0;1;1;0;0;0;0;0;0;1;0;0.4150943396226415;0.3154872109425811;0.5408163265306123;0.4978354978354978;0;0.9999986886978149
WYL7;0;1;0;3;1;5;0;27;1;0;0;0;0;0;1;0;0;1;0;0.0943396226415094;0.0;0.4045801526717557;1.0;1;0.03597355633974075
QXSZ;0;1;0;2;1;5;0;25;0;0;0;0;0;0;0;1;0;0;0;0.0566037735849056;0.0;0.3099415204678362;1.0;0;0.029008060693740845
P7E3;0;1;0;3;0;2;0;28;1;1;1;0;0;0;0;1;0;1;0;0.320754716981132;0.015750240124333;0.4344262295081967;0.75;1;0.06085360050201416
K4V1;0;1;0;3;1;5;0;35;0;1;1;0;0;0;0;0;0;1;0;0.2830188679245283;0.0082939123849864;0.4818181818181818;0.7523809523809524;1;0.08900660276412964
TPP9;0;0;1;4;3;5;0;41;0;0;0;0;0;0;0;0;0;1;0;0.3396226415094339;0.0088220973108491;0.5;0.8104575163398693;0;0.2727186381816864
SXUX;1;1;0;3;0;2;0;29;1;1;1;0;0;0;0;1;0;1;0;0.2641509433962264;0.0021874795096856;0.4206349206349206;0.8351648351648352;1;0.035408008843660355
BSK6;0;1;0;1;2;3;0;23;0;0;0;0;0;0;0;1;0;1;0;0.0625;0.0050403225806451;0.2601626016260163;0.0;1;0.18415576219558716
QVI4;1;1;0;2;1;3;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0625;0.2237762237762237;0.0;1;0.21273300051689148
TAKQ;0;0;1;3;1;2;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.2601626016260163;1.0;0;0.08700964599847794
VYYH;0;1;0;3;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.03125;0.0;0.1839080459770115;0.0;1;0.16250057518482208
E7XQ;0;1;0;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.1875;0.2573924731182795;0.3404255319148936;0.1333333333333333;0;0.999997615814209
L6TN;1;1;0;2;1;2;0;23;1;0;0;0;0;0;0;0;0;1;0;0.0625;0.0625;0.2461538461538461;0.0;0;0.1547953337430954
AXYJ;1;1;0;1;2;4;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.3047619047619048;1.0;0;0.026976870372891426
HJN0;0;0;1;1;2;1;0;56;0;1;1;0;0;0;0;0;0;1;0;0.03125;0.0;0.2461538461538461;0.0;1;0.230182945728302
ADER;1;1;0;3;1;2;0;33;1;1;1;0;0;0;0;1;0;1;0;0.03125;0.0;0.2206896551724138;0.0;1;0.23371745645999908
PPRL;1;1;0;3;1;3;0;25;0;0;0;0;0;0;1;0;0;1;0;0.0625;0.0292338709677419;0.2601626016260163;0.0;0;0.16095492243766785
A1K8;1;1;0;3;1;2;0;39;0;1;1;0;0;0;0;0;0;1;0;0.03125;0.0;0.2206896551724138;0.0;0;0.042402591556310654
JCLX;1;1;0;2;0;3;0;24;1;1;1;0;0;0;0;0;0;1;0;0.03125;0.0;0.1987577639751552;0.0;1;0.20600752532482147
TGHZ;1;1;0;3;1;2;0;32;1;1;1;0;0;0;0;1;0;1;0;0.21875;0.4304435483870967;0.2807017543859649;0.0952380952380952;0;0.7731682062149048
KROY;0;0;1;1;2;2;0;28;0;1;1;0;0;0;0;0;0;1;0;0.03125;0.0;0.2012578616352201;0.0;0;0.0401185005903244
TYI7;0;1;0;3;1;2;0;36;1;1;1;0;0;0;0;1;0;0;0;0.03125;0.0;0.25;0.0;0;0.005645164754241705
TXU8;1;1;0;3;1;4;0;34;1;1;1;0;0;0;1;0;0;1;0;0.0625;0.0;0.3047619047619048;1.0;0;0.07427531480789185
TTWG;1;1;0;3;2;4;0;37;1;1;1;0;0;0;0;1;0;1;0;0.125;0.1794354838709677;0.3232323232323232;0.1666666666666666;0;0.46647587418556213
O9Z2;0;1;0;3;1;3;0;30;1;1;1;0;0;0;1;0;0;1;0;0.0625;0.4173387096774193;0.3232323232323232;0.0;1;0.32222071290016174
PMBM;1;1;0;3;2;4;0;38;1;1;1;0;0;0;0;1;0;1;0;0.1875;0.0362903225806451;0.3333333333333333;0.3333333333333333;0;0.985379695892334
JNLH;1;1;0;3;0;4;0;36;1;1;1;0;0;0;0;0;0;1;0;0.34375;0.7412634408602151;0.4266666666666667;0.1272727272727272;0;0.4693908095359802
NLPL;0;0;1;2;1;3;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.3076923076923077;1.0;0;0.0065130749717354774
N3FY;1;1;0;2;1;2;0;21;0;0;0;0;0;0;0;0;0;1;0;0.09375;0.03125;0.2622950819672131;0.3333333333333333;0;0.3438418507575989
N3KO;0;1;0;3;1;4;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.3047619047619048;1.0;0;0.0
AGA6;1;0;1;3;0;2;0;35;0;1;1;0;0;0;0;0;0;1;0;0.09375;0.0292338709677419;0.2253521126760563;0.6666666666666666;0;0.33341264724731445
HFGT;0;0;1;3;0;1;0;59;0;1;1;0;0;0;0;0;0;1;0;0.125;0.032258064516129;0.226950354609929;0.5;1;0.22762303054332733
B6GD;1;1;0;1;1;2;0;35;1;1;1;0;0;0;0;0;0;1;0;0.09375;0.1209677419354838;0.3168316831683168;0.3333333333333333;0;0.0659937858581543
B8NH;1;1;0;3;1;3;0;28;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.1871345029239766;1.0;1;0.19640164077281952
OGD1;1;1;0;3;1;2;0;33;1;1;1;0;0;0;0;0;0;1;0;0.0625;0.4435483870967742;0.3720930232558139;0.0;0;0.3632844090461731
XYP8;0;1;0;3;1;3;0;34;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0;0.2237762237762237;1.0;0;0.11013883352279663
BPYO;1;1;0;3;2;4;0;46;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0625;0.25;0.0;0;0.053971048444509506
YWY3;1;1;0;3;1;3;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0625;0.001008064516129;0.2119205298013245;0.0;1;0.1979239135980606
A1UR;1;1;0;3;0;3;0;39;1;1;1;0;0;0;0;1;0;1;0;0.125;0.0682123655913978;0.3298969072164948;0.3333333333333333;0;0.39510244131088257
YID8;1;0;1;1;2;1;0;46;0;1;1;0;0;0;0;0;0;1;0;0.0625;0.0238575268817204;0.3076923076923077;0.0;0;0.4555314779281616
RJO0;1;1;0;2;0;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;0;0.03396082669496536
JOD7;0;1;0;3;0;3;0;28;0;1;0;0;0;0;1;0;0;0;0;0.0294117647058823;0.0;0.3578947368421052;0.0;0;0.23252283036708832
YYVY;0;1;0;3;0;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;1;0.39832741022109985
ZTI6;0;1;0;2;1;3;0;29;0;1;1;0;0;0;0;1;0;1;0;0.0588235294117647;0.0;0.3820224719101123;1.0;0;0.5153843760490417
D4DA;0;1;0;1;0;2;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0588235294117647;0.0;0.3655913978494624;1.0;0;0.462407648563385
VRRE;0;1;0;2;1;3;0;28;0;1;1;0;0;0;0;0;0;1;0;0.0588235294117647;0.0;0.3008849557522124;1.0;0;0.23112188279628754
XGR3;0;1;0;2;1;3;0;47;0;1;1;1;0;0;1;0;0;1;0;0.0588235294117647;0.0;0.3008849557522124;1.0;0;0.3277839422225952
NWJ5;0;1;0;1;1;3;0;27;1;1;1;0;0;0;0;0;0;1;0;0.088235294117647;0.0231729055258467;0.3736263736263736;0.3333333333333333;0;0.8789680004119873
UYH7;0;1;0;3;0;3;0;27;0;1;1;0;0;0;1;0;0;1;0;0.0294117647058823;0.0;0.2698412698412698;0.0;0;0.0212191641330719
EFVC;0;1;0;1;0;2;0;29;0;1;1;0;0;0;0;0;0;1;0;0.0588235294117647;0.0;0.3008849557522124;1.0;0;0.3625229001045227
QXXQ;0;1;0;1;0;2;0;32;0;0;0;0;0;0;0;0;0;1;0;0.0588235294117647;0.0588235294117647;0.3655913978494624;0.0;0;0.18108990788459778
KOIE;0;1;0;2;1;2;0;32;0;1;1;0;0;0;1;0;0;1;0;0.0588235294117647;0.2584670231729055;0.3269230769230769;0.0;0;0.26332855224609375
YYND;1;1;0;3;0;4;0;44;1;1;1;0;0;0;0;1;0;1;0;0.0294117647058823;0.0;0.2905982905982906;0.0;0;0.1175069585442543
CCGC;0;1;0;2;1;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;0;0.2716361880302429
G2I7;0;1;0;1;2;3;0;29;1;1;1;0;0;0;0;0;0;0;0;0.0294117647058823;0.0;0.2741935483870967;0.0;0;0.09379050880670547
HODA;1;1;0;2;1;3;0;32;1;1;1;0;0;0;1;1;0;1;0;0.0588235294117647;0.0588235294117647;0.1798941798941798;0.0;0;0.24013273417949677
IFA5;0;1;0;2;1;4;0;30;0;1;1;0;0;0;0;1;0;1;0;0.0294117647058823;0.0;0.1531531531531531;0.0;0;0.23259423673152924
FAVS;0;1;0;2;1;2;0;25;1;1;1;0;0;0;0;0;0;1;0;0.5294117647058824;0.8363042186571599;0.5483870967741935;0.0392156862745098;0;0.8899422287940979
Z8ME;0;1;0;2;1;0;0;30;0;1;1;0;0;0;0;1;0;1;0;0.088235294117647;0.2192513368983957;0.2635658914728682;0.0;0;0.5577765107154846
V2M1;0;1;0;2;1;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.2982456140350877;0.0;1;0.36427825689315796
NHJE;0;1;0;2;1;3;0;30;0;1;1;0;0;0;0;1;0;1;0;0.088235294117647;0.0212418300653594;0.3863636363636363;0.6666666666666666;0;0.8830013275146484
NAKF;1;1;0;3;1;3;0;26;1;1;0;0;0;0;0;1;0;1;0;0.0588235294117647;0.1140819964349376;0.2151898734177215;0.0;0;0.08110108971595764
ZLPX;0;1;0;2;1;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;0;0.016266770660877228
UZFO;0;1;0;1;1;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.2647058823529412;0.2309863339275103;0.419753086419753;0.1388888888888889;0;0.12229554355144501
AWRF;0;1;0;2;1;4;0;29;0;1;1;0;0;0;0;0;0;1;0;0.088235294117647;0.3475935828877005;0.419753086419753;0.0;1;0.3817116618156433
BRBI;0;1;0;3;1;2;0;22;1;0;1;0;0;0;0;0;0;1;0;0.088235294117647;0.1158645276292335;0.3736263736263736;0.0;0;0.9999991655349731
NDC2;0;1;0;2;1;2;0;28;0;1;1;0;0;0;0;1;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;1;0.4606153666973114
TXDH;0;1;0;3;0;2;0;26;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;1;0.3995344638824463
IYK2;1;1;0;2;0;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.3578947368421052;0.0;0;0.17955587804317474
FPX0;0;1;0;2;1;2;0;25;0;0;1;0;0;0;0;0;0;1;0;0.0588235294117647;0.0;0.3655913978494624;1.0;1;0.36277344822883606
YRX1;1;1;0;1;1;4;0;32;1;1;1;0;0;0;0;1;0;1;0;0.0294117647058823;0.0;0.2098765432098765;0.0;0;0.0
ODTX;0;1;0;2;0;1;0;21;0;0;0;0;0;0;0;0;0;1;0;0.0588235294117647;0.0028223410576351;0.3035714285714285;0.0;0;0.21658864617347717
LPSA;1;1;0;3;0;2;0;26;0;1;1;0;0;0;0;0;0;1;0;0.1764705882352941;0.0744206773618538;0.4047619047619047;0.2666666666666666;0;0.3392353653907776
HQPI;0;0;1;3;0;2;0;29;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.2982456140350877;0.0;1;0.39494428038597107
IZJN;0;1;0;3;0;3;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0294117647058823;0.0;0.2741935483870967;0.0;0;0.07183802872896194
FJOW;1;1;0;3;0;2;0;31;1;1;1;0;1;0;0;0;0;1;1;0.054054054054054;0.0;0.2803030303030303;1.0;1;0.049778882414102554
C0RP;1;1;0;2;1;1;0;27;1;1;1;0;1;0;1;1;0;1;1;0.081081081081081;0.0049799799799799;0.2868217054263566;0.6666666666666666;0;0.2586510479450226
X2F5;0;0;1;3;3;5;0;29;1;1;0;0;0;0;0;0;0;1;0;0.027027027027027;0.0;0.2551724137931034;0.0;0;0.1745273470878601
V1NX;0;1;0;2;1;3;0;37;1;1;1;0;0;0;1;0;0;0;0;0.027027027027027;0.0;0.1813725490196078;0.0;0;0.019953813403844833
C3G6;1;1;0;2;1;1;0;57;0;1;1;0;0;0;1;0;0;1;0;0.054054054054054;0.0007507507507507;0.2534246575342466;0.0;0;0.27364078164100647
JGHJ;0;1;0;1;1;2;0;24;0;0;0;0;0;0;1;0;0;1;0;0.027027027027027;0.0;0.2327044025157232;0.0;1;0.04103348031640053
YPBE;1;1;0;3;1;1;0;43;1;1;1;0;0;0;0;0;0;1;0;0.054054054054054;0.0;0.190721649484536;1.0;1;0.06609705835580826
RJFQ;1;1;0;3;1;1;0;24;1;1;1;0;0;0;1;0;0;1;0;0.054054054054054;0.0;0.190721649484536;1.0;1;0.045307084918022156
RIOE;1;1;0;3;1;2;0;36;1;1;0;0;0;0;1;1;1;1;1;0.081081081081081;0.054054054054054;0.3008130081300813;0.3333333333333333;1;0.03178756684064865
AKQR;0;1;0;2;1;3;0;26;1;1;0;0;0;0;0;0;0;1;0;0.081081081081081;0.0255255255255255;0.2189349112426035;0.6666666666666666;1;0.07591056078672409
VUO9;1;1;0;3;1;2;0;31;1;1;1;0;1;0;0;1;1;1;0;0.1891891891891892;0.1241741741741741;0.3523809523809524;0.3809523809523809;1;0.03139936551451683
SAQ4;1;1;0;3;2;3;0;32;1;1;1;0;0;0;0;1;1;1;0;0.1351351351351351;0.0523023023023022;0.3245614035087719;0.3;0;0.10462372750043869
J8EB;1;1;0;2;1;3;0;33;1;1;1;0;1;0;0;1;1;1;1;0.1891891891891892;0.0843343343343343;0.3490566037735849;0.4285714285714285;0;0.11878050863742828
F1R3;1;1;0;3;0;3;0;55;0;1;1;0;1;0;0;0;1;0;1;0.1891891891891892;0.5194944944944945;0.4204545454545454;0.3809523809523809;0;0.01475665345788002
BLIJ;0;1;0;3;1;3;0;35;0;1;1;0;0;0;0;0;0;0;1;0.054054054054054;0.0;0.296;1.0;1;0.06721125543117523
UNLB;1;1;0;2;1;3;0;31;1;1;1;0;0;0;0;0;0;1;1;0.027027027027027;0.0;0.2913385826771653;0.0;0;0.0
R5MK;1;1;0;2;1;3;0;31;1;1;1;0;1;0;0;1;1;1;1;0.081081081081081;0.0145145145145145;0.3008130081300813;0.3333333333333333;0;0.1048528328537941
HFQZ;0;1;0;1;0;3;0;40;0;1;1;0;0;0;0;0;0;1;0;0.027027027027027;0.0;0.2551724137931034;0.0;1;0.03545959293842316
WRF1;1;1;0;1;2;2;0;42;1;1;1;0;0;0;1;0;1;1;1;0.1081081081081081;0.0005005005005005;0.2868217054263566;0.8333333333333334;0;0.23397687077522278
W9XQ;0;1;0;4;3;5;0;34;0;1;0;0;0;0;1;0;0;0;0;0.054054054054054;0.0;0.2642857142857143;1.0;1;0.05942225828766823
X0EW;1;1;0;3;1;3;0;42;1;1;1;0;0;0;0;1;1;1;0;0.2162162162162162;0.5470470470470469;0.4065934065934066;0.1785714285714285;0;0.5069600343704224
Q7I5;1;1;0;3;1;2;0;30;1;1;1;0;1;0;0;1;1;1;0;0.1621621621621621;0.1092092092092092;0.3523809523809524;0.3333333333333333;0;0.2021605372428894
JDI2;0;1;0;3;1;2;0;25;1;1;0;0;0;0;1;1;0;1;0;0.081081081081081;0.1981981981981982;0.2700729927007299;0.3333333333333333;0;0.1336948424577713
PED8;1;1;0;2;1;3;0;32;1;1;1;0;0;0;0;1;0;1;0;0.1081081081081081;0.002002002002002;0.2681159420289855;0.5;0;0.10589145869016647
MAXN;0;1;0;1;2;4;0;31;1;1;1;0;0;0;0;0;0;1;0;0.054054054054054;0.0;0.1822660098522167;1.0;0;0.10056568682193756
SKII;1;1;0;3;0;2;0;30;1;1;1;0;1;0;0;1;1;1;0;0.1351351351351351;0.026026026026026;0.3363636363636363;0.6;0;0.021841011941432953
NQQ5;1;1;0;1;0;3;0;48;1;1;1;0;1;0;1;1;1;1;1;0.081081081081081;0.025025025025025;0.3523809523809524;0.6666666666666666;1;0.04604748636484146
GUYC;1;1;0;3;0;2;0;29;1;1;1;0;0;1;1;1;1;1;1;0.1621621621621621;0.3753753753753753;0.3394495412844037;0.0666666666666666;0;0.9999995231628418
POLV;1;1;0;2;1;0;0;32;1;0;0;0;1;0;0;0;1;1;1;0.081081081081081;0.0049799799799799;0.2868217054263566;0.6666666666666666;0;0.1446366310119629
R1OM;1;1;0;1;0;3;0;33;1;1;1;0;0;0;0;0;0;1;0;0.081081081081081;0.1051051051051051;0.2327044025157232;0.3333333333333333;1;0.03862154856324196
FROF;0;1;0;1;2;3;0;43;1;1;1;0;0;0;1;1;1;1;1;0.081081081081081;0.0;0.2846153846153846;1.0;0;0.02427435852587223
ATWL;0;1;0;3;0;3;0;29;1;1;1;0;0;0;1;0;0;0;0;0.1081081081081081;0.0795795795795795;0.2202380952380952;0.3333333333333333;0;0.210113063454628
Y4ON;1;1;0;3;0;3;0;37;1;1;1;0;1;0;1;1;1;1;0;0.027027027027027;0.0;0.2605633802816901;0.0;1;0.0296804066747427
NEWK;0;1;0;2;1;3;0;38;0;1;1;0;0;0;0;0;0;1;0;0.027027027027027;0.0;0.2551724137931034;0.0;1;0.030629998072981834
EBYC;1;1;0;2;1;2;0;39;1;1;1;0;1;0;1;0;0;1;0;0.054054054054054;0.1531531531531531;0.2913385826771653;0.0;1;0.05128384754061699
BJYW;0;1;0;3;1;4;0;31;1;1;1;0;0;0;1;0;0;1;1;0.027027027027027;0.0;0.2624113475177305;0.0;1;0.02966989390552044
E8VS;1;1;0;2;1;2;0;31;1;1;1;0;0;0;1;0;0;1;0;0.027027027027027;0.0;0.2624113475177305;0.0;0;0.006879012566059828
WZS3;1;1;0;1;2;2;0;29;1;0;1;0;1;0;0;1;1;1;1;0.2972972972972973;0.3224974974974973;0.3814432989690721;0.2545454545454545;0;0.2025042474269867
JFHM;1;1;0;3;1;3;0;32;1;1;1;0;0;0;0;1;0;1;0;0.1;0.0770114942528735;0.3614457831325301;0.0;1;0.0036224040668457747
D2OM;0;1;0;3;2;3;0;25;0;0;0;0;0;0;0;0;0;1;0;0.1333333333333333;0.0;0.3614457831325301;1.0;0;0.2000243216753006
THU7;1;1;0;3;0;4;0;31;1;1;1;0;0;0;1;1;0;1;0;0.1666666666666666;0.2505747126436781;0.3333333333333333;0.1;1;0.0031367240007966757
TCZZ;1;1;0;3;1;3;0;33;1;1;0;0;0;0;0;0;0;0;0;0.0333333333333333;0.0;0.3191489361702128;0.0;1;0.003884044708684087
YZOT;1;1;0;3;2;2;0;33;1;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0005747126436781;0.3658536585365853;0.9;0;0.23507808148860931
X2AK;0;1;0;1;2;2;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0333333333333333;0.0;0.2054794520547945;0.0;0;0.8439874649047852
YCG4;1;1;0;1;0;3;0;26;1;1;1;0;0;0;1;0;0;1;0;0.0666666666666666;0.0666666666666666;0.2564102564102564;0.0;0;0.11589750647544861
O5TJ;0;1;0;3;2;2;0;24;0;0;0;0;0;0;0;0;0;1;0;0.0333333333333333;0.0;0.3157894736842105;0.0;1;0.0047982786782085896
O9C4;1;1;0;3;1;2;0;23;1;0;0;0;0;0;1;0;0;1;0;0.0333333333333333;0.0;0.2564102564102564;0.0;1;0.09279633313417435
DDLO;1;1;0;3;2;3;0;25;1;1;0;0;0;0;0;0;0;1;0;0.3;0.2847126436781609;0.4615384615384615;0.4166666666666667;0;0.2979377806186676
W5PJ;1;1;0;3;2;4;0;30;1;1;1;0;0;0;0;1;0;0;0;0.1333333333333333;0.0059770114942528;0.3370786516853932;0.6666666666666666;0;0.9999964237213135
BOGG;1;1;0;3;2;3;0;27;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0005747126436781;0.3658536585365853;0.9;0;0.41455864906311035
VOG6;0;0;1;3;2;1;0;37;0;1;1;0;0;0;0;0;0;0;0;0.0666666666666666;0.0;0.2542372881355932;1.0;1;0.06430067867040634
L2FG;0;1;0;3;0;3;0;24;1;0;0;0;0;0;1;0;0;1;0;0.4333333333333333;0.1286206896551724;0.410958904109589;0.3205128205128205;0;0.429305762052536
EWX3;1;1;0;1;0;4;0;32;1;1;1;0;0;0;0;0;0;1;0;0.0333333333333333;0.0;0.3;0.0;1;0.009204505011439323
VBX8;1;1;0;2;0;3;0;39;0;1;0;0;0;0;0;0;0;1;0;0.1;0.236551724137931;0.4615384615384615;0.3333333333333333;1;0.0488140732049942
FWYY;0;0;1;2;2;2;0;38;0;1;1;0;0;0;0;1;0;1;0;0.2;0.3551724137931034;0.4225352112676056;0.0666666666666666;0;0.27538272738456726
H0WI;0;1;0;3;2;3;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3191489361702128;1.0;1;8.391306437260937e-06
Z7OI;0;1;0;3;2;3;0;31;1;1;1;0;0;0;0;1;0;1;0;0.0666666666666666;0.0022988505747126;0.3061224489795918;0.0;1;0.010561782866716385
T6XX;1;1;0;2;1;3;0;27;1;1;1;0;0;0;1;0;0;1;0;0.1333333333333333;0.0714942528735632;0.3409090909090909;0.3333333333333333;0;0.11924371123313904
MHV4;1;1;0;1;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.1333333333333333;0.0;0.3614457831325301;1.0;0;0.1357031613588333
HRZA;0;1;0;3;2;3;0;24;1;0;0;0;0;0;1;0;0;1;0;0.1333333333333333;0.0007662835249042;0.3370786516853932;0.8333333333333334;0;0.6866326928138733
OGIL;0;1;0;3;1;3;0;22;1;0;0;0;0;0;0;1;0;1;0;0.4333333333333333;0.3290804597701149;0.46875;0.282051282051282;0;0.14226575195789337
D2M5;0;1;0;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.1333333333333333;0.003831417624521;0.3061224489795918;0.5;0;0.09304706752300262
YEOH;0;1;0;1;2;1;0;21;0;0;0;0;0;0;0;0;0;1;0;0.1666666666666666;0.0005747126436781;0.3658536585365853;0.9;1;0.035892337560653687
SNAN;0;0;1;3;2;1;0;38;1;1;1;0;0;0;1;1;0;1;0;0.0666666666666666;0.0;0.2542372881355932;1.0;0;0.3310236632823944
FTT8;1;1;0;3;1;2;0;24;1;0;0;0;0;0;0;0;0;1;0;0.2333333333333333;0.3577011494252873;0.4545454545454545;0.0952380952380952;0;0.1860426813364029
T7KV;1;0;1;3;0;2;0;21;0;0;0;0;0;0;0;0;0;1;0;0.1;0.0048275862068965;0.3333333333333333;0.6666666666666666;1;0.03494955226778984
VGEC;1;0;1;2;1;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0333333333333333;0.0;0.3;0.0;1;0.04332856461405754
F7E0;0;1;0;2;1;3;0;26;0;0;0;0;0;0;0;0;0;1;0;0.1;0.0;0.3333333333333333;1.0;1;0.0
K4W0;0;1;0;3;0;2;0;20;0;0;0;0;0;0;0;0;0;1;0;0.0666666666666666;0.0;0.3191489361702128;1.0;1;0.0184798464179039
BGQM;0;0;1;1;2;2;0;34;1;1;1;0;0;0;0;0;0;1;0;0.025;0.0;0.2;0.0;0;0.00944400392472744
UVNS;0;1;0;3;1;3;0;39;1;1;0;0;0;0;1;0;0;0;0;0.025;0.0;0.2272727272727272;0.0;0;0.014239528216421604
YFEX;0;1;0;1;2;2;0;30;1;0;1;0;0;0;1;0;0;0;0;0.075;0.0;0.2702702702702703;1.0;1;0.054443858563899994
UIVQ;0;1;0;1;1;2;0;27;1;0;0;0;0;0;1;0;0;0;0;0.025;0.0;0.2116402116402116;0.0;0;0.006410992704331875
V0IO;1;1;0;2;1;4;0;28;1;1;1;0;0;0;1;0;0;0;0;0.025;0.0;0.1581027667984189;0.0;1;0.06372278928756714
BWE2;1;1;0;1;0;2;0;32;1;1;0;0;0;0;1;0;1;1;0;0.2;0.3258547008547007;0.3076923076923077;0.4642857142857143;0;0.3842828571796417
ODX8;0;1;0;3;2;3;0;29;1;1;1;0;0;0;0;0;0;1;0;0.15;0.0538461538461538;0.2898550724637681;0.6;0;0.2204132229089737
G9YZ;0;1;0;4;3;5;0;24;0;0;0;0;0;0;1;0;0;0;0;0.025;0.0;0.1398601398601398;0.0;1;0.06088964268565178
ABLP;1;1;0;3;1;0;0;40;1;1;1;0;0;0;1;1;0;1;0;0.075;0.0;0.2631578947368421;1.0;1;0.050280917435884476
UGMI;1;1;0;4;3;5;0;30;0;1;1;0;0;0;1;1;0;1;0;0.05;0.3282051282051282;0.2469135802469135;0.0;0;0.13447216153144836
